brd_id,project_id,source_type,source_label,section,sentence,citation_count,cited_snippet_ids,has_citation
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Requires written requirements from affected departments by February 7th .

3.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Enron Network Services
   Role/Interest: IT department responsible for network infrastructure.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Modifying the configurations of the main connection within the Enron network, resulting in temporary disconnections .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Upgrading the EOL UUNET network connection from 12Mbps to 27Mbps .

4.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Notes Database Owners
   Role/Interest: Employees responsible for specific Lotus Notes databases.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Will be contacted to schedule the conversion of their Notes databases to be web-enabled after the Outlook migration .

5.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Business Query Users
   Role/Interest: Employees who use the Business Query application.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Business Query will need to be installed locally on each PC, and arrangements for installation will be made .

6.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Lori Saffer
   Role/Interest: Contact person for Business Query installations.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Responsible for arranging Business Query installations .

7.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Mark McConnell (Transwestern Pipeline Company)
   Role/Interest: An individual providing information related to remote connectivity changes.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Communicated changes regarding remote connectivity into the Enron network .

8.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Remote Connectivity Users
   Role/Interest: Employees who connect remotely to the Enron network.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Affected by changes in remote connectivity into the Enron network .

9.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Savita (X 31787)
   Role/Interest: Contact person for Envision email functionality.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Answers questions regarding sending documents to customers from Envision via Email .

10.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Envision Users
    Role/Interest: Employees who use the Envision system.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: May need to send documents to customers from Envision via Email .

11.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Customers
    Role/Interest: External parties potentially receiving documents from Enron.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: May receive documents from Envision via Email .

12.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Corporate Unix Team
    Role/Interest: IT team responsible for Unix servers.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Moving Human Resource Servers to the Ardmore data center floor .

13.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Human Resource Users
    Role/Interest: Employees who access Human Resource Servers.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Access to Human Resource Servers will be impacted during relocation .

14.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Building Facilities Group
    Role/Interest: Department responsible for building infrastructure.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Adding additional power sources to EOL equipment racks .

15.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"EOL Team
    Role/Interest: Team responsible for EOL Production Data Bases.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Plans to bring down EOL Production Data Bases during power source addition .

16.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"EOL Production Database Users
    Role/Interest: Employees who rely on EOL Production Data Bases.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Must complete all processing by 5:00 pm prior to planned database downtime .

17.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Bob Martinez (MN232)
    Role/Interest: Individual communicating EOL production database downtime.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Informed users about the planned EOL Production Data Bases downtime .

18.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Intranet Team
    Role/Interest: Team responsible for the Intranet.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Will contact Webmasters to discuss the migration of content and applications from the current ETS website to the new ETS Intranet .

19.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"ETS Webmasters
    Role/Interest: Employees managing content or applications on the current ETS website.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Will be involved in migrating their content and applications to the new ETS Intranet .

20.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"LaDonna De
    Role/Interest: Contact person for ETS website migration questions.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Answers questions regarding the ETS website migration .

21.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Contractors and Agents
    Role/Interest: Non-employee personnel using Enron computing resources.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Responsible for using Enron computing resources appropriately .

22.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Korbelik, Nielsen, Peebles
    Role/Interest: Individuals using the marketing service store.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Example users for network drive mapping .

23.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Marketing Department
    Role/Interest: Department accessing F&T data files.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Example user group for network drive mapping .

24.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"SAS Users
    Role/Interest: Individuals using SAS files.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Key Concerns/Impacts: Example user group for network drive mapping .

25.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,"Enron Management
    Role/Interest: Decision-makers and sponsors for major IT initiatives.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,stakeholderRegister,Key Concerns/Impacts: Made the decision to migrate Enron's messaging platform from Lotus Notes to Microsoft Outlook 2000 worldwide .,1,['AwdKVfGKW9eJm3ilzfdo'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Enron is migrating its messaging platform worldwide from Lotus Notes to Microsoft Outlook 2000, which will handle all email functions .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Employees must adopt the firstname.lastname@enron.com Internet email address format [SOURCE:4, SOURCE:10] and are advised to perform data housekeeping to prepare for new mailbox size limits .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"A specific migration date is set for February 21st at 4:45 PM, requiring users to be connected to the network when running necessary applications .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Following the Outlook conversion, all Notes databases will be web-enabled, as Notes will no longer be installed on user desktops .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,Several infrastructure and system changes are underway.,0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Telephony services will be upgrading the Lucent system for the new Enron building, anticipating a complete system outage, and require written specifications by February 7th .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Enron Network Services will be modifying main connection configurations, causing short network disconnections on Feb 5 Monday Night from 10:30 p.m. to 11:00 p.m. .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"They will also upgrade the EOL UUNET network connection, with minimal impact expected on most users .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,Human Resource Servers are being relocated on Feb 2 Friday night from 5:00 p.m. to 8:00 p.m. .,0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Due to power source additions, EOL Production Data Bases will be brought down, requiring all processing to be completed by 5:00 p.m. today .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,Remote connectivity into the Enron network has also changed .,0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Further system updates include Business Query requiring local PC installation , and the Intranet team migrating content and applications from www.ots.enron.com to the new ETS Intranet by the end of the 2nd quarter .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,SAP coding is now mandatory for expense reports and miscellaneous vendor invoices .,0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Regarding Envision, there is a query about emailing documents to customers, with a concern raised about customers effectively transacting with themselves .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"Key policies emphasize that important documents should be saved to network directories, not the email system, and sent messages intended for retention beyond 30 days must be moved from the Sent Items folder .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,"All computing resources and work products are Enron property, and employees are responsible for their appropriate use .",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,executiveSummary,Standardized drive letter locations have been established for personal and shared files .,0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"successMetrics
Requirements for the telephony system upgrade are submitted to Telephony by February 7th.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,All Notes databases are web-enabled following the Outlook conversion.,1,['9I9UdlPCnt13AxyOSjwN'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Network configuration modifications by Enron Network Services are completed during the scheduled outage (Feb 5, 10:30 PM - 11:00 PM).",1,['BUcY4xfZmdprB0WWtSvL'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Employees successfully transition to using the firstname.lastname@enron.com Internet email address format. [SOURCE:4, 10]
Business Query is successfully installed locally on all required PCs.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Human Resource Servers are successfully relocated to the Ardmore data center floor by the Corporate Unix team during the scheduled outage (Feb 2, 5:00 PM - 8:00 PM).",1,['J8uLThkTcLQYy1G3l3GZ'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,All EOL processing is completed by 5:00 PM prior to the EOL Production Data Bases shutdown for power source addition.,1,['Lvdyz19P6y7KdkkgfgyA'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,Employees adhere to new mailbox size limits in the new environment by performing data housekeeping.,1,['Vj54gaWreNMAbB8f057f'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,All content and applications from the current ETS website (www.ots.enron.com) are successfully migrated to the new ETS Intranet before the end of the 2nd quarter.,1,['Woq6qnpKUybFmNT4M5KF'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Migration applications are run by users on or near their scheduled migration date and time (e.g., February 21st at 4:45 PM) while connected to the network.",1,['goWfZ2abDrvHmRDKgmQR'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,Employees save important documents to network directories and manage 'sent' email messages according to retention guidelines.,1,['ixHOoWrYTA30Y8lu0i3p'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,The EOL UUNET network connection is successfully upgraded from 12Mbps to 27Mbps.,1,['xhfeekT6gg49PBVh3GVT'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"SAP coding requirements are correctly applied to expense reports and vendor invoices using the provided ""GPG SAP Coding Block"" guidance.",1,['xtNY5ZjjXW6oWlFxJlH2'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Network drive letter locations for personal files (H:), marketing service store (U:), F&T data files (K:), and SAS files are consistently configured as specified.",1,['41NX4so7LlmKH4k3m5iP'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,successMetrics,"Enron's messaging platform successfully migrates from Lotus Notes to Microsoft Outlook 2000 worldwide, with all email functions accessible via Outlook.",1,['AwdKVfGKW9eJm3ilzfdo'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,"nfrReqs

The system must provide requirements for telephony services by February 7th due to an impending Lucent system upgrade and expected complete outage.",0,[],False
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,"All Notes databases must be web-enabled following the Outlook conversion, as Notes will no longer be available on user desktops.",1,['9I9UdlPCnt13AxyOSjwN'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must be able to tolerate or gracefully recover from short periods of disconnection from the main Enron network due to planned configuration modifications.,1,['BUcY4xfZmdprB0WWtSvL'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must support the firstname.lastname@enron.com Internet Email address format.,1,['Bml77Y4kGx0UNQviBYSp'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must accommodate changes to remote connectivity into the Enron network.,1,['Ditvla2ewq1LkNulmGWn'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The Business Query application must be installed locally on each PC.,1,['Fb46VFuSNvnrdjbQGIWX'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,All links previously located on a specific server must be updated to reflect their new server location.,1,['Fb46VFuSNvnrdjbQGIWX'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The Envision system must support sending documents to customers via Email.,1,['HrflWqfMpAJy2hgs5K3s'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must account for planned downtime of Human Resource Servers during their relocation to the Ardmore data center from 5:00-8:00 p.m. on February 2nd.,1,['J8uLThkTcLQYy1G3l3GZ'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,All processing dependent on EOL Production Databases must be completed by 5:00 p.m. to accommodate planned downtime for power source upgrades.,1,['Lvdyz19P6y7KdkkgfgyA'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must mandate the use of the firstname.lastname@enron.com Internet Email address format for all Enron employees.,1,['QxbkwPWdCt34ZR7Rxzdo'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must adhere to enforced mailbox size limits in the new mail environment.,1,['Vj54gaWreNMAbB8f057f'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,All content and applications currently on the www.ots.enron.com web server must be migrated to the new ETS Intranet before the end of the 2nd quarter.,1,['Woq6qnpKUybFmNT4M5KF'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,"The system and its usage must comply with Enron's policy regarding the use and control of Enron property, including computing resources, systems, and networks.",1,['ehpXsX58bM0s3lANMX9f'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,Migration applications must be run as close as possible to the scheduled migration date and time (February 21st at 4:45 PM).,1,['goWfZ2abDrvHmRDKgmQR'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,Users must be connected to the network before launching migration applications.,1,['goWfZ2abDrvHmRDKgmQR'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,The system must not be used for storing important documents within the email system; documents must be saved to a network directory.,1,['ixHOoWrYTA30Y8lu0i3p'],True
f6QerxfeOUtmrqanfbUg,exp3-email-lokay-m_systems,email,lokay-m_systems,nfrReqs,Sent email messages required for longer than 30 days must be moved from the email system to an external storage location.,1,['ixHOoWrYTA30Y8lu0i3p'],True
