brd_id,section,sentence,citation_count,source_type,cited_snippet_ids,annotator1_verdict,annotator1_notes,snippet_1,snippet_2,snippet_3
7pr9rpwHRmu27bdWS1VE,functionalReqs,FR-011: The system shall email IDs and passwords to specified recipients.,1,email,['WUqCyHcONyINH1mwYeS7'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I need to provide view only ID's to the two major 
publications that post the monthly indeces.   Please email an id and password 
to the following:

Dexter Steis at Natural Gas Intelligence- dexter@intelligencepress. com

Liane Kucher at Inside Ferc-  lkuch@mh. com

Bidwee

Subject: 
Johnnie,

Thank you for meeting with me on Friday.   I left feeling very optimistic 
about the panel system.   I would like to find a way to incorporate the panels 
into the home design I showed you.   In order to make it feasible within my 
budget I am sure it will take several iterations.   The prospe

Subject: Re: FW: 2nd lien info.  and private lien info - The Stage Coach Apartments, Phillip Allen
How am I to send them the money for the silent second?   Regular mail, 
overnight, wire transfer?",,
7pr9rpwHRmu27bdWS1VE,functionalReqs,FR-012: The system shall email an ID and password to Dexter Steis at Natural Gas Intelligence.,1,email,['uOzbT8aLlqdOv02nRIm1'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I need to provide view only ID's to the two major publications that post the monthly indeces.   Please email an id and password to the following:

Dexter Steis at Natural Gas Intelligence-	dexter@intelligencepress. com

Liane Kucher at Inside Ferc-  lkuch@mh. com

Bidweek 

Subject: Stick it in your Shockmachine! 
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/11/99 02:39 
PM ---------------------------


""the shockwave. com team"" <shockwave. com@shockwave. m0. net> on 11/05/99 
02:49:43 AM
Please respond to shockwave. com@shockwave. m0. net
To: Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Stick it 

Subject: 
Naomi,

The two analysts that I have had contact with are Matt Lenhart  and Vishal 
Apte. 
Matt will be represented by Jeff Shankman.",,
7pr9rpwHRmu27bdWS1VE,functionalReqs,FR-013: The system shall email an ID and password to Liane Kucher at Inside Ferc.,1,email,['uOzbT8aLlqdOv02nRIm1'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I need to provide view only ID's to the two major publications that post the monthly indeces.   Please email an id and password to the following:

Dexter Steis at Natural Gas Intelligence-	dexter@intelligencepress. com

Liane Kucher at Inside Ferc-  lkuch@mh. com

Bidweek 

Subject: Stick it in your Shockmachine! 
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 12/11/99 02:39 
PM ---------------------------


""the shockwave. com team"" <shockwave. com@shockwave. m0. net> on 11/05/99 
02:49:43 AM
Please respond to shockwave. com@shockwave. m0. net
To: Phillip K Allen/HOU/ECT@ECT
cc:  
Subject: Stick it 

Subject: 
Naomi,

The two analysts that I have had contact with are Matt Lenhart  and Vishal 
Apte. 
Matt will be represented by Jeff Shankman.",,
7pr9rpwHRmu27bdWS1VE,functionalReqs,FR-014: The system shall display the site plan for Burnet.,1,email,['yHEQXck8xT3fW35iZB35'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"xls
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 
04:35 PM ---------------------------


""George Richards"" <cbpres@austin. rr. com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin. rr. com>
To: ""Phillip Allen"" <pallen@enron. com>
cc: ""Larry Lewter"" <retwell@mail. sanmar

Subject: Re: burnet
Jeff,

 I need to see the site plan for Burnet.   Remember I must get written 
approval from Brenda Key Stone before I can sell this property and she has 
concerns about the way the property will be subdivided.     I would also like 
to review the closing statements as soon as possible. 

Phillip

Subject: Re: Sept 1 Payment
Brenda,

 I checked my records and I mailed check #1178 for the normal amount on 
August 28th.   I mailed it to 4303 Pate Rd.",,
7pr9rpwHRmu27bdWS1VE,functionalReqs,FR-015: The system shall enforce written approval from Brenda Key Stone before property sale.,1,email,['yHEQXck8xT3fW35iZB35'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"xls
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 
04:35 PM ---------------------------


""George Richards"" <cbpres@austin. rr. com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin. rr. com>
To: ""Phillip Allen"" <pallen@enron. com>
cc: ""Larry Lewter"" <retwell@mail. sanmar

Subject: Re: burnet
Jeff,

 I need to see the site plan for Burnet.   Remember I must get written 
approval from Brenda Key Stone before I can sell this property and she has 
concerns about the way the property will be subdivided.     I would also like 
to review the closing statements as soon as possible. 

Phillip

Subject: Re: Sept 1 Payment
Brenda,

 I checked my records and I mailed check #1178 for the normal amount on 
August 28th.   I mailed it to 4303 Pate Rd.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,"NFR-001: [Security] - The system shall support role-based access control, including a 'view only' role.",1,email,['WUqCyHcONyINH1mwYeS7'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"I need to provide view only ID's to the two major 
publications that post the monthly indeces.   Please email an id and password 
to the following:

Dexter Steis at Natural Gas Intelligence- dexter@intelligencepress. com

Liane Kucher at Inside Ferc-  lkuch@mh. com

Bidwee

Subject: 
Johnnie,

Thank you for meeting with me on Friday.   I left feeling very optimistic 
about the panel system.   I would like to find a way to incorporate the panels 
into the home design I showed you.   In order to make it feasible within my 
budget I am sure it will take several iterations.   The prospe

Subject: Re: FW: 2nd lien info.  and private lien info - The Stage Coach Apartments, Phillip Allen
How am I to send them the money for the silent second?   Regular mail, 
overnight, wire transfer?",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,"NFR-002: [Security] - The system shall protect confidential employee information, such as base salaries, from unauthorized access.",1,email,['nEJ26kQVIAx0uuXrcNgw'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"One point that is unclear is they claim that the $15

Subject: 
Lucy,

Here is the rentroll. 

My only questions are about #18, #25, and #37 missed rent.   Any special 
reasons? 

It looks like there are five vacancies #2,12,20a,35,40.   If you want to run 
an ad in the paper with a $50 discount that is fine. 
I will write you a letter of recommendation.   When do you

Subject: Re: Confidential Employee Information/Lenhart
I also need to know the base salaries of Jay Reitmeyer and Monique Sanchez.   
They are doing the same job as Matt. 

Subject: Behind the Stage Two
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 
02:22 PM ---------------------------


""Arthur O'Donnell"" <aod@newsdata. com> on 03/15/2001 11:35:55 AM
Please respond to aod@newsdata.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,NFR-003: [Availability] - The system shall make historical property transaction data available for retrieval.,1,email,['mpcTSsBVpL2E1qZZAM8H'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"com>
To: ""Phillip Allen"" <pallen@enron. com>
cc: ""Larry Lewter"" <retwell@mail. sanmar

Subject: Re: Chelsea Villas
Jeff,

 I received the rent roll.   I am going to be in San Marcos this weekend but I 
am booked with stage coach.   I will drive by Friday evening. 
 I will let you know next week if I need to see the inside.   Can you find out 
when Chelsea Villa last changed hands and for what price? 

 What about get

Subject: Westgate Proforma-Phillip Allen. xls
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/08/2000 
12:28 PM ---------------------------


""George Richards"" <cbpres@austin. rr. com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin. rr. com>
To: ""Phillip Allen"" <pallen@enron. com>
cc: ""Larry Lewter"" <retwell@mail.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,NFR-004: [Compliance] - The system shall allow for the tracking and retrieval of reasons for missed rent.,1,email,['nEJ26kQVIAx0uuXrcNgw'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"One point that is unclear is they claim that the $15

Subject: 
Lucy,

Here is the rentroll. 

My only questions are about #18, #25, and #37 missed rent.   Any special 
reasons? 

It looks like there are five vacancies #2,12,20a,35,40.   If you want to run 
an ad in the paper with a $50 discount that is fine. 
I will write you a letter of recommendation.   When do you

Subject: Re: Confidential Employee Information/Lenhart
I also need to know the base salaries of Jay Reitmeyer and Monique Sanchez.   
They are doing the same job as Matt. 

Subject: Behind the Stage Two
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 
02:22 PM ---------------------------


""Arthur O'Donnell"" <aod@newsdata. com> on 03/15/2001 11:35:55 AM
Please respond to aod@newsdata.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,NFR-005: [Compliance] - The system shall enforce the requirement for written approval from designated authorities before property sales can be finalized.,1,email,['yHEQXck8xT3fW35iZB35'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"xls
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 09/19/2000 
04:35 PM ---------------------------


""George Richards"" <cbpres@austin. rr. com> on 09/08/2000 05:21:49 AM
Please respond to <cbpres@austin. rr. com>
To: ""Phillip Allen"" <pallen@enron. com>
cc: ""Larry Lewter"" <retwell@mail. sanmar

Subject: Re: burnet
Jeff,

 I need to see the site plan for Burnet.   Remember I must get written 
approval from Brenda Key Stone before I can sell this property and she has 
concerns about the way the property will be subdivided.     I would also like 
to review the closing statements as soon as possible. 

Phillip

Subject: Re: Sept 1 Payment
Brenda,

 I checked my records and I mailed check #1178 for the normal amount on 
August 28th.   I mailed it to 4303 Pate Rd.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,"NFR-006: [Usability] - The system shall present rent roll information in a clear and comprehensible format, highlighting discrepancies such as missed rent and vacancies.",1,email,['nEJ26kQVIAx0uuXrcNgw'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"One point that is unclear is they claim that the $15

Subject: 
Lucy,

Here is the rentroll. 

My only questions are about #18, #25, and #37 missed rent.   Any special 
reasons? 

It looks like there are five vacancies #2,12,20a,35,40.   If you want to run 
an ad in the paper with a $50 discount that is fine. 
I will write you a letter of recommendation.   When do you

Subject: Re: Confidential Employee Information/Lenhart
I also need to know the base salaries of Jay Reitmeyer and Monique Sanchez.   
They are doing the same job as Matt. 

Subject: Behind the Stage Two
---------------------- Forwarded by Phillip K Allen/HOU/ECT on 03/15/2001 
02:22 PM ---------------------------


""Arthur O'Donnell"" <aod@newsdata. com> on 03/15/2001 11:35:55 AM
Please respond to aod@newsdata.",,
7pr9rpwHRmu27bdWS1VE,nfrReqs,NFR-007: [Performance] - The system shall provide quick responses to user inquiries and actions.,1,email,['NA37nO6al8PCMIFIZU7l'],DOES_NOT_SUPPORT,Auto-annotated with 1 source(s) from Firestore,"Allen@enron. com
cc:  
Subject: Nondeliverable mail


------Transcript of session follows -------
scsatkfa@caprock. net
The

Subject: 
Cary,

Here is the picture of the house I have in mind.   I was going for a simple 
farmhouse style to  place on 5 acres near Wimberley.   

A few points that might not be obvious from the plans are:

There will be a double porch across the back just like the front
No dormers (Metal roof)
1/2 bath und

Subject: 
Reagan,

Thank you for the quick response on the bid for the residence.   Below is a 
list of questions on the specs:

1.   Is the framing Lumber #2 yellow pine?   Wouldn't fir or spruce warp less 
and cost about the same? 

2.   What type of floor joist would be used?",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-001: The system shall display a popup box user interface element.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-002: The system shall allow an authorized user to define the text content for a popup box.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-003: The system shall display user-specified text within a popup box.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-004: The system shall ensure the popup box appears exactly once to each user.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-005: The system shall track which users have viewed a specific popup box.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-006: The system shall display the popup box to all users of EnronOnli.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-007: The system shall identify users as members of EnronOnli for popup targeting.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-008: The system shall provide an interface for managing popup box configurations.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-009: The system shall allow an authorized user to initiate the display of a popup box.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
6o0okGXwxd7dVXhsunbN,functionalReqs,FR-010: The system shall allow an authorized user to configure the display frequency of a popup box.,1,email,['31haAP3sPLSNPPFY2Yzt'],SUPPORTS,Auto-annotated with 1 source(s) from Firestore,"Unfortun

Subject: Re: Popup Text
sounds good




David Forster@ENRON
10/12/2000 01:32 PM
To: Savita Puthigai/NA/Enron@Enron, Andy Zipper/Corp/Enron@Enron, Kal 
Shah/HOU/ECT@ECT
cc: John Arnold/HOU/ECT@ECT 
Subject: Popup Text


I would like to put the following text into a popup box which will appear 
once to all users of EnronOnli

Subject: 
John:
Please call Lavorato's secretary, Kim, and schedule a time to talk with John 
ASAP. 
Thanks,
John

Subject: Re: SMUD deal Asian options
I can do it either way but would much rather just make it the simple average 
of prices, 5 per week.",,
